20190102,8.79,9.11
20190103,8.75,8.99
20190104,8.78,9.08
20190107,9.14,9.08
20190108,9.08,9.15
20190109,9.11,9.15
20190110,8.99,9.22
20190111,9.08,9.34
20190114,9.08,9.41
20190115,9.15,9.43
20190116,9.15,9.34
20190117,9.22,9.39
20190118,9.34,9.5
20190121,9.41,9.58
20190122,9.43,9.44
20190123,9.34,9.64
20190124,9.39,9.64
20190125,9.5,9.87
20190128,9.58,9.67
20190129,9.44,9.76
20190130,9.64,9.79
20190131,9.64,9.9
20190201,9.87,9.83
20190211,9.67,9.8
20190212,9.76,9.9
20190213,9.79,9.97
20190214,9.9,9.88
20190215,9.83,9.81
20190218,9.8,10.08
20190219,9.9,10.96
20190220,9.97,10.76
20190221,9.88,10.88
20190222,9.81,10.86
20190225,10.08,11.17
20190226,10.96,11.06
20190227,10.76,11.04
20190228,10.88,11.08
20190301,10.86,10.77
20190304,11.17,10.49
20190305,11.06,10.64
20190306,11.04,10.46
20190307,11.08,10.51
20190308,10.77,10.52
20190311,10.49,10.5
20190312,10.64,10.68
20190313,10.46,10.57
20190314,10.51,10.61
20190315,10.52,10.54
20190318,10.5,10.33
20190319,10.68,10.16
20190320,10.57,10.16
20190321,10.61,10.08
20190322,10.54,10.03
20190325,10.33,10.41
20190326,10.16,10.55
20190327,10.16,10.42
20190328,10.08,10.6
20190329,10.03,10.84
20190401,10.41,10.77
20190402,10.55,10.55
20190403,10.42,10.52
20190404,10.6,10.52
20190408,10.84,10.72
20190409,10.77,10.51
20190410,10.55,11.01
20190411,10.52,10.96
20190412,10.52,11.06
20190415,10.72,11.07
20190416,10.51,10.73
20190417,11.01,10.81
20190418,10.96,10.61
20190419,11.06,10.48
20190422,11.07,10.4
20190423,10.73,10.75
20190424,10.81,10.8
20190425,10.61,10.87
20190426,10.48,10.69
20190429,10.4,10.53
20190430,10.75,10.28
20190506,10.8,10.25
20190507,10.87,10.23
20190508,10.69,10.33
20190509,10.53,10.33
20190510,10.28,10.37
20190513,10.25,10.33
20190514,10.23,10.38
20190515,10.33,10.37
20190516,10.33,10.17
20190517,10.37,10.22
20190520,10.33,10.14
20190521,10.38,10.24
20190522,10.37,10.22
20190523,10.17,10.23
20190524,10.22,10.16
20190527,10.14,10.22
20190528,10.24,10.34
20190529,10.22,10.48
20190530,10.23,10.56
20190531,10.16,10.62
20190603,10.22,10.75
20190604,10.34,10.82
20190605,10.48,10.97
20190606,10.56,11.14
20190610,10.62,11.18
20190611,10.75,11.22
20190612,10.82,11.44
20190613,10.97,11.35
20190614,11.14,11.58
20190617,11.18,11.49
20190618,11.22,11.38
20190619,11.44,10.96
20190620,11.35,11.08
20190621,11.58,11.07
20190624,11.49,11.26
20190625,11.38,11.12
20190626,10.96,11.02
20190627,11.08,11.01
20190628,11.07,11.03
20190701,11.26,10.96
20190702,11.12,10.8
20190703,11.02,10.83
20190704,11.01,10.83
20190705,11.03,10.79
20190708,10.96,10.8
20190709,10.8,10.9
20190710,10.83,10.89
20190711,10.83,10.93
20190712,10.79,10.91
20190715,10.8,10.94
20190716,10.9,10.83
20190717,10.89,10.94
20190718,10.93,10.97
20190719,10.91,11.23
20190722,10.94,11.3
20190723,10.83,11.24
20190724,10.94,11.21
20190725,10.97,11.16
20190726,11.23,10.88
20190729,11.3,10.82
20190730,11.24,10.5
20190731,11.21,10.54
20190801,11.16,10.55
20190802,10.88,10.71
20190805,10.82,10.73
20190806,10.5,10.8
20190807,10.54,10.82
20190808,10.55,10.56
20190809,10.71,10.65
20190812,10.73,10.62
20190813,10.8,10.7
20190814,10.82,10.75
20190815,10.56,10.83
20190816,10.65,10.79
20190819,10.62,10.79
20190820,10.7,10.77
20190821,10.75,10.77
20190822,10.83,10.7
20190823,10.79,10.74
