20190102,7.72,7.92
20190103,7.65,7.87
20190104,7.58,7.83
20190107,7.7,7.88
20190108,7.96,7.77
20190109,7.92,7.91
20190110,7.87,7.81
20190111,7.83,7.81
20190114,7.88,7.87
20190115,7.77,7.96
20190116,7.91,7.84
20190117,7.81,7.98
20190118,7.81,8
20190121,7.87,7.92
20190122,7.96,8.14
20190123,7.84,7.96
20190124,7.98,7.9
20190125,8,7.98
20190128,7.92,8
20190129,8.14,8.14
20190130,7.96,8.46
20190131,7.9,8.5
20190201,7.98,8.35
20190211,8,8.32
20190212,8.14,8.45
20190213,8.46,8.35
20190214,8.5,8.29
20190215,8.35,8.31
20190218,8.32,8.31
20190219,8.45,8.59
20190220,8.35,8.48
20190221,8.29,8.49
20190222,8.31,8.54
20190225,8.31,8.47
20190226,8.59,8.61
20190227,8.48,8.6
20190228,8.49,8.68
20190301,8.54,8.48
20190304,8.47,8.13
20190305,8.61,8.44
20190306,8.6,9.22
20190307,8.68,8.77
20190308,8.48,8.41
20190311,8.13,8.53
20190312,8.44,8.67
20190313,9.22,8.64
20190314,8.77,8.67
20190315,8.41,8.71
20190318,8.53,8.75
20190319,8.67,8.69
20190320,8.64,8.47
20190321,8.67,8.4
20190322,8.71,8.27
20190325,8.75,8.6
20190326,8.69,8.78
20190327,8.47,8.69
20190328,8.4,8.87
20190329,8.27,8.97
20190401,8.6,8.78
20190402,8.78,8.78
20190403,8.69,8.97
20190404,8.87,8.79
20190408,8.97,9.26
20190409,8.78,8.93
20190410,8.78,9.07
20190411,8.97,8.9
20190412,8.79,8.89
20190415,9.26,8.87
20190416,8.93,8.87
20190417,9.07,8.73
20190418,8.9,8.87
20190419,8.89,8.53
20190422,8.87,8.38
20190423,8.87,8.12
20190424,8.73,7.99
20190425,8.87,7.71
20190426,8.53,7.66
20190429,8.38,7.6
20190430,8.12,7.7
20190506,7.99,7.84
20190507,7.71,7.69
20190508,7.66,7.85
20190509,7.6,7.9
20190510,7.7,7.87
20190513,7.84,7.75
20190514,7.69,7.82
20190515,7.85,7.91
20190516,7.9,7.89
20190517,7.87,7.75
20190520,7.75,7.78
20190521,7.82,7.9
20190522,7.91,7.9
20190523,7.89,7.85
20190524,7.75,7.84
20190527,7.78,7.85
20190528,7.9,7.86
20190529,7.9,7.99
20190530,7.85,8.04
20190531,7.84,7.96
20190603,7.85,7.88
20190604,7.86,8.06
20190605,7.99,8.23
20190606,8.04,8.16
20190610,7.96,8.14
20190611,7.88,8.16
20190612,8.06,8.29
20190613,8.23,8.19
20190614,8.16,8.27
20190617,8.14,8.43
20190618,8.16,8.41
20190619,8.29,8.28
20190620,8.19,8.38
20190621,8.27,8.4
20190624,8.43,8.62
20190625,8.41,8.72
20190626,8.28,8.62
20190627,8.38,8.56
20190628,8.4,8.59
20190701,8.62,8.57
20190702,8.72,8.33
20190703,8.62,8.34
20190704,8.56,8.43
20190705,8.59,8.49
20190708,8.57,8.45
20190709,8.33,8.59
20190710,8.34,8.53
20190711,8.43,8.55
20190712,8.49,8.48
20190715,8.45,8.49
20190716,8.59,8.48
20190717,8.53,8.5
20190718,8.55,8.5
20190719,8.48,8.49
20190722,8.49,8.55
20190723,8.48,8.58
20190724,8.5,8.65
20190725,8.5,8.61
20190726,8.49,8.57
20190729,8.55,8.52
20190730,8.58,8.45
20190731,8.65,8.44
20190801,8.61,8.39
20190802,8.57,8.53
20190805,8.52,8.49
20190806,8.45,8.53
20190807,8.44,8.63
20190808,8.39,8.57
20190809,8.53,8.69
20190812,8.49,8.63
20190813,8.53,8.62
20190814,8.63,8.44
20190815,8.57,8.33
20190816,8.69,8.17
20190819,8.63,8.16
20190820,8.62,7.83
20190821,8.44,7.8
20190822,8.33,7.77
20190823,8.17,7.91
20190826,8.16,7.82
20190827,7.83,7.87
20190828,7.8,7.86
20190829,7.77,7.93
20190830,7.91,8
20190902,7.82,8.01
20190903,7.87,8.03
20190904,7.86,8.03
20190905,7.93,8.02
20190906,8,8.02
20190909,8.01,8.03
20190910,8.03,7.92
20190911,8.03,7.93
20190912,8.02,8.02
20190916,8.02,8.01
20190917,8.03,7.95
20190918,7.92,7.92
20190919,7.93,7.89
20190920,8.02,7.86
20190923,8.01,7.86
20190924,7.95,7.76
20190925,7.92,7.81
20190926,7.89,7.86
20190927,7.86,7.95
20190930,7.86,7.97
20191008,7.76,8.07
20191009,7.81,8.06
20191010,7.86,8.06
20191011,7.95,8.06
20191014,7.97,7.9
20191015,8.07,8.02
20191016,8.06,7.93
20191017,8.06,7.78
20191018,8.06,7.79
20191021,7.9,7.75
20191022,8.02,7.76
20191023,7.93,7.7
20191024,7.78,7.51
20191025,7.79,7.34
20191028,7.75,7.31
20191029,7.76,7.28
20191030,7.7,7.28
20191031,7.51,7.23
20191101,7.34,7.24
20191104,7.31,7.26
20191105,7.28,7.09
20191106,7.28,7.31
20191107,7.23,7.29
20191108,7.24,7.11
20191111,7.26,6.97
20191112,7.09,6.99
20191113,7.31,7.05
20191114,7.29,6.99
20191115,7.11,7.11
20191118,6.97,7.17
20191119,6.99,7.23
20191120,7.05,7.12
20191121,6.99,7.19
20191122,7.11,7.22
20191125,7.17,7.25
20191126,7.23,7.25
20191127,7.12,7.21
20191128,7.19,7.3
20191129,7.22,7.44
20191202,7.25,7.43
20191203,7.25,7.48
20191204,7.21,7.49
20191205,7.3,7.43
20191206,7.44,7.47
20191209,7.43,7.54
20191210,7.48,7.66
20191211,7.49,7.76
20191212,7.43,7.83
20191213,7.47,7.8
20191216,7.54,7.79
20191217,7.66,7.7
20191218,7.76,7.7
20191219,7.83,7.78
20191220,7.8,7.87
20191223,7.79,7.85
20191224,7.7,7.82
20191225,7.7,
20191226,7.78,
20191227,7.87,
20191230,7.85,
20191231,7.82,
