20190102,3.51,3.75
20190103,3.43,3.64
20190104,3.44,3.57
20190107,3.52,3.61
20190108,3.59,3.6
20190109,3.75,3.65
20190110,3.64,3.64
20190111,3.57,3.65
20190114,3.61,3.64
20190115,3.6,3.63
20190116,3.65,3.57
20190117,3.64,3.59
20190118,3.65,3.6
20190121,3.64,3.62
20190122,3.63,3.65
20190123,3.57,3.53
20190124,3.59,3.5
20190125,3.6,3.53
20190128,3.62,3.56
20190129,3.65,3.65
20190130,3.53,3.69
20190131,3.5,3.78
20190201,3.53,3.75
20190211,3.56,3.75
20190212,3.65,3.8
20190213,3.69,3.77
20190214,3.78,3.78
20190215,3.75,3.84
20190218,3.75,3.85
20190219,3.8,4.12
20190220,3.77,4.14
20190221,3.78,4.13
20190222,3.84,4.21
20190225,3.85,4.22
20190226,4.12,4.23
20190227,4.14,4.23
20190228,4.13,4.36
20190301,4.21,4.4
20190304,4.22,4.14
20190305,4.23,4.34
20190306,4.23,4.37
20190307,4.36,4.24
20190308,4.4,4.18
20190311,4.14,4.23
20190312,4.34,4.32
20190313,4.37,4.31
20190314,4.24,4.35
20190315,4.18,4.37
20190318,4.23,4.83
20190319,4.32,4.64
20190320,4.31,4.52
20190321,4.35,4.44
20190322,4.37,4.35
20190325,4.83,4.48
20190326,4.64,5.25
20190327,4.52,5.05
20190328,4.44,4.97
20190329,4.35,5.24
20190401,4.48,5.05
20190402,5.25,5.03
20190403,5.05,6.08
20190404,4.97,6.7
20190408,5.24,6.7
20190409,5.05,6.33
20190410,5.03,6.75
20190411,6.08,7.52
20190412,6.7,6.75
20190415,6.7,6.77
20190416,6.33,6.51
20190417,6.75,6.25
20190418,7.52,6.34
20190419,6.75,5.85
20190422,6.77,5.88
20190423,6.51,5.49
20190424,6.25,5.3
20190425,6.34,4.98
20190426,5.85,4.93
20190429,5.88,5.1
20190430,5.49,5.21
20190506,5.3,5.25
20190507,4.98,5.03
20190508,4.93,5.15
20190509,5.1,5.31
20190510,5.21,5.36
20190513,5.25,5.02
20190514,5.03,4.95
20190515,5.15,4.97
20190516,5.31,4.84
20190517,5.36,4.67
20190520,5.02,4.9
20190521,4.95,4.95
20190522,4.97,4.97
20190523,4.84,4.91
20190524,4.67,4.98
20190527,4.9,4.94
20190528,4.95,4.93
20190529,4.97,4.77
20190530,4.91,4.75
20190531,4.98,4.66
20190603,4.94,4.67
20190604,4.93,4.85
20190605,4.77,4.76
20190606,4.75,4.84
20190610,4.66,4.69
20190611,4.67,4.73
20190612,4.85,4.83
20190613,4.76,4.79
20190614,4.84,4.89
20190617,4.69,4.96
20190618,4.73,5.41
20190619,4.83,5.11
20190620,4.79,5.2
20190621,4.89,5.28
20190624,4.96,5.37
20190625,5.41,5.37
20190626,5.11,5.53
20190627,5.2,5.52
20190628,5.28,5.57
20190701,5.37,5.37
20190702,5.37,5.14
20190703,5.53,5.21
20190704,5.52,4.99
20190705,5.57,5
20190708,5.37,5
20190709,5.14,5.05
20190710,5.21,5.02
20190711,4.99,5.02
20190712,5,4.96
20190715,5,5.01
20190716,5.05,4.82
20190717,5.02,4.85
20190718,5.02,4.92
20190719,4.96,4.96
20190722,5.01,4.96
20190723,4.82,4.92
20190724,4.85,4.94
20190725,4.92,4.83
20190726,4.96,4.78
20190729,4.96,4.68
20190730,4.92,4.51
20190731,4.94,4.43
20190801,4.83,4.41
20190802,4.78,4.47
20190805,4.68,4.37
20190806,4.51,4.41
20190807,4.43,4.45
20190808,4.41,4.28
20190809,4.47,4.41
20190812,4.37,4.45
20190813,4.41,4.55
20190814,4.45,4.49
20190815,4.28,4.54
20190816,4.41,4.55
20190819,4.45,4.36
20190820,4.55,4.59
20190821,4.49,4.79
20190822,4.54,4.98
20190823,4.55,4.79
20190826,4.36,4.64
20190827,4.59,4.68
20190828,4.79,4.68
20190829,4.98,4.72
20190830,4.79,4.78
20190902,4.64,4.91
20190903,4.68,4.85
20190904,4.68,4.81
20190905,4.72,4.83
20190906,4.78,4.84
20190909,4.91,4.95
20190910,4.85,4.78
20190911,4.81,4.77
20190912,4.83,4.75
20190916,4.84,4.8
20190917,4.95,4.76
20190918,4.78,4.7
20190919,4.77,4.63
20190920,4.75,4.49
20190923,4.8,4.52
20190924,4.76,4.46
20190925,4.7,4.41
20190926,4.63,4.45
20190927,4.49,4.49
20190930,4.52,4.52
20191008,4.46,4.55
20191009,4.41,4.49
20191010,4.45,4.62
20191011,4.49,4.73
20191014,4.52,4.48
20191015,4.55,4.49
20191016,4.49,4.46
20191017,4.62,4.41
20191018,4.73,4.39
20191021,4.48,4.43
