20190102,49.15,48.25
20190103,48.93,49.23
20190104,47.95,48.33
20190107,48.52,47.59
20190108,48.33,46.33
20190109,48.25,46.93
20190110,49.23,46.03
20190111,48.33,46.27
20190114,47.59,48.05
20190115,46.33,48.65
20190116,46.93,46.75
20190117,46.03,46.3
20190118,46.27,45.65
20190121,48.05,46.7
20190122,48.65,47.03
20190123,46.75,47.45
20190124,46.3,47.35
20190125,45.65,48.05
20190128,46.7,47.55
20190129,47.03,48.7
20190130,47.45,49.15
20190131,47.35,51.85
20190201,48.05,51.77
20190211,47.55,51.23
20190212,48.7,52.03
20190213,49.15,53.55
20190214,51.85,55.07
20190215,51.77,55.05
20190218,51.23,60.46
20190219,52.03,57.35
20190220,53.55,55.1
20190221,55.07,54.57
20190222,55.05,55.85
20190225,60.46,58.13
20190226,57.35,57
20190227,55.1,56.34
20190228,54.57,55.46
20190301,55.85,54.51
20190304,58.13,54.73
20190305,57,56.35
20190306,56.34,54.55
20190307,55.46,54.65
20190308,54.51,55.81
20190311,54.73,56.41
20190312,56.35,57.26
20190313,54.55,57.56
20190314,54.65,57.05
20190315,55.81,56.61
20190318,56.41,57.6
20190319,57.26,55.63
20190320,57.56,56.43
20190321,57.05,56.75
20190322,56.61,57.95
20190325,57.6,60.55
20190326,55.63,60.35
20190327,56.43,60.32
20190328,56.75,64.05
20190329,57.95,59.75
20190401,60.55,59.35
20190402,60.35,59.56
20190403,60.32,61.35
20190404,64.05,59.55
20190408,59.75,59.95
20190409,59.35,59.15
20190410,59.56,61.1
20190411,61.35,61.77
20190412,59.55,62.63
20190415,59.95,65.21
20190416,59.15,65.3
20190417,61.1,67.5
20190418,61.77,65.65
20190419,62.63,65.95
20190422,65.21,67.54
20190423,65.3,68.55
20190424,67.5,66.85
20190425,65.65,66.06
20190426,65.95,68.55
20190429,67.54,66.45
20190430,68.55,67.19
20190506,66.85,68.97
20190507,66.06,67.2
20190508,68.55,67.65
20190509,66.45,68.9
20190510,67.19,71.55
20190513,68.97,69.36
20190514,67.2,67.85
20190515,67.65,68.05
20190516,68.9,68.06
20190517,71.55,67.17
20190520,69.36,66.52
20190521,67.85,66.83
20190522,68.05,67.75
20190523,68.06,66.85
20190524,67.17,68.55
20190527,66.52,68.25
20190528,66.83,68.31
20190529,67.75,69.16
20190530,66.85,68.27
20190531,68.55,68.75
20190603,68.25,72.42
20190604,68.31,73.93
20190605,69.16,72.54
20190606,68.27,72.48
20190610,68.75,71.98
20190611,72.42,73.29
20190612,73.93,75.11
20190613,72.54,75.13
20190614,72.48,77.15
20190617,71.98,76.47
20190618,73.29,77.43
20190619,75.11,76.95
20190620,75.13,77.55
20190621,77.15,79.74
20190624,76.47,82.81
20190625,77.43,85.03
20190626,76.95,82.81
20190627,77.55,81.13
20190628,79.74,78.55
20190701,82.81,79.28
20190702,85.03,78.17
20190703,82.81,79.1
20190704,81.13,80.33
20190705,78.55,78.99
20190708,79.28,80.07
20190709,78.17,79.4
20190710,79.1,78.14
20190711,80.33,79.09
20190712,78.99,80.34
20190715,80.07,80.19
20190716,79.4,80.55
20190717,78.14,80.43
20190718,79.09,80.05
20190719,80.34,82.65
20190722,80.19,83.6
20190723,80.55,83.53
20190724,80.43,82.39
20190725,80.05,81.33
20190726,82.65,79.25
20190729,83.6,80
20190730,83.53,75.73
20190731,82.39,78.2
20190801,81.33,77.94
20190802,79.25,80.02
20190805,80,78.55
20190806,75.73,79.55
20190807,78.2,79.92
20190808,77.94,78.74
20190809,80.02,80.95
20190812,78.55,84.06
20190813,79.55,84.4
20190814,79.92,82.55
20190815,78.74,83.65
20190816,80.95,85.02
20190819,84.06,85.29
20190820,84.4,86.89
20190821,82.55,86.67
20190822,83.65,84.63
20190823,85.02,84.21
20190826,85.29,83.61
20190827,86.89,84.11
20190828,86.67,83.06
20190829,84.63,84.11
20190830,84.21,84.09
20190902,83.61,85.71
20190903,84.11,83.96
20190904,83.06,83.72
20190905,84.11,81.21
20190906,84.09,82.82
20190909,85.71,81.91
20190910,83.96,81.31
20190911,83.72,82.53
20190912,81.21,81.41
20190916,82.82,80.71
20190917,81.91,79.91
20190918,81.31,79.21
20190919,82.53,80.61
20190920,81.41,79.56
20190923,80.71,79.21
20190924,79.91,78.82
20190925,79.21,77.2
20190926,80.61,78.09
20190927,79.56,79.75
20190930,79.21,80.2
20191008,78.82,78.11
20191009,77.2,77.21
20191010,78.09,78.01
20191011,79.75,79.42
20191014,80.2,78.21
20191015,78.11,77.17
20191016,77.21,76.35
20191017,78.01,76.19
20191018,79.42,74.42
20191021,78.21,74.91
20191022,77.17,74.66
20191023,76.35,73.88
20191024,76.19,76.41
20191025,74.42,75.45
20191028,74.91,75.81
20191029,74.66,77.39
20191030,73.88,78.48
20191031,76.41,77.67
20191101,75.45,77.87
20191104,75.81,76.88
20191105,77.39,77.17
20191106,78.48,76.77
20191107,77.67,75.98
20191108,77.87,75.14
20191111,76.88,74.81
20191112,77.17,75.11
20191113,76.77,75.31
20191114,75.98,75.45
20191115,75.14,75.37
20191118,74.81,73.51
20191119,75.11,74.85
20191120,75.31,75.52
20191121,75.45,75.16
20191122,75.37,75.6
20191125,73.51,73.83
20191126,74.85,75.11
20191127,75.52,74.11
20191128,75.16,74.86
20191129,75.6,76.2
20191202,73.83,77.03
20191203,75.11,76.46
20191204,74.11,77.76
20191205,74.86,77.64
20191206,76.2,78.11
20191209,77.03,79.16
20191210,76.46,78.21
20191211,77.76,78.01
20191212,77.64,77.71
20191213,78.11,77.51
20191216,79.16,78.21
20191217,78.21,77.33
20191218,78.01,76.89
20191219,77.71,76.76
20191220,77.51,76.8
20191223,78.21,76.51
20191224,77.33,77.08
20191225,76.89,
20191226,76.76,
20191227,76.8,
20191230,76.51,
20191231,77.08,
