date,open,high,low,close,volume,turnover
20210105,6.06,6.16,5.94,6.1,7180217.0,43544032.0
20210106,6.15,6.71,6.15,6.35,19345360.0,124523920.0
20210107,6.3,6.35,6.08,6.1,10181441.0,62913376.0
20210108,6.12,6.22,5.99,6.09,8893779.0,54361484.0
20210111,6.1,6.13,5.81,5.83,10066752.0,59362040.0
20210112,5.85,5.95,5.82,5.88,5143400.0,30229244.0
20210113,5.86,5.93,5.72,5.86,5605901.0,32725484.0
20210114,5.85,6.07,5.84,5.92,5906221.0,35214188.0
20210115,5.95,6.08,5.88,5.98,4902400.0,29404236.0
20210118,5.94,6.03,5.87,5.87,5551643.0,32821456.0
20210119,5.89,6.09,5.85,6.06,8860082.0,52928912.0
20210120,6.02,6.03,5.91,5.91,5578032.0,33153232.0
20210121,5.9,5.97,5.82,5.86,6014918.0,35309692.0
20210122,5.86,5.87,5.68,5.7,5847303.0,33544492.0
20210125,5.74,5.76,5.51,5.55,8409078.0,47063344.0
20210126,5.55,5.66,5.52,5.6,3600947.0,20100152.0
20210127,5.65,5.69,5.56,5.61,3977224.0,22365218.0
20210128,5.58,5.64,5.55,5.58,3490485.0,19499536.0
20210129,5.6,5.71,5.57,5.61,5488500.0,30982396.0
20210201,5.61,5.71,5.56,5.66,3384489.0,19116078.0
20210202,5.66,5.72,5.57,5.59,4557601.0,25659660.0
20210203,5.58,5.72,5.51,5.65,4628687.0,26036184.0
20210204,5.66,5.67,5.54,5.61,4171119.0,23375444.0
20210205,5.59,5.87,5.58,5.73,6040772.0,34721296.0
20210208,5.72,5.85,5.7,5.71,5489290.0,31694260.0
20210209,5.81,5.83,5.75,5.8,3895513.0,22577664.0
20210210,5.8,5.85,5.78,5.83,2518719.0,14637140.0
20210218,5.89,5.96,5.83,5.93,5374973.0,31752580.0
20210219,5.94,6.16,5.92,6.12,6197233.0,37699160.0
20210222,6.15,6.28,6.15,6.25,5525125.0,34384856.0
20210223,6.25,6.29,6.12,6.2,4465957.0,27735768.0
20210224,6.2,6.34,6.14,6.19,5873528.0,36633272.0
20210225,6.19,6.34,6.19,6.24,5029971.0,31565808.0
20210226,6.19,6.24,6.09,6.14,6131478.0,37701104.0
20210301,6.16,6.43,6.15,6.26,8560560.0,54043768.0
20210302,6.29,6.43,6.16,6.24,6271250.0,39350736.0
20210303,6.2,6.38,6.2,6.31,4228833.0,26692612.0
20210304,6.34,6.38,6.24,6.28,5806000.0,36567412.0
20210305,6.24,6.34,6.11,6.24,5834550.0,36090752.0
20210308,6.21,6.32,6.13,6.21,5904935.0,36835144.0
20210309,6.21,6.42,6.15,6.3,8742813.0,55075352.0
20210310,6.37,6.45,6.22,6.26,7174610.0,45395416.0
20210311,6.23,6.33,6.18,6.27,5845947.0,36593252.0
20210312,6.3,6.51,6.26,6.51,10032227.0,64285764.0
20210315,6.5,6.68,6.45,6.51,10237902.0,67198752.0
20210316,6.52,6.71,6.5,6.57,8567834.0,56519216.0
20210317,6.61,6.64,6.42,6.46,7015069.0,45680440.0
20210318,6.47,6.55,6.38,6.45,4904770.0,31672920.0
20210319,6.44,6.5,6.32,6.37,5208563.0,33426668.0
20210322,6.4,6.45,6.35,6.41,4928901.0,31533084.0
20210323,6.4,6.45,6.35,6.41,4088226.0,26155332.0
20210324,6.36,6.37,6.19,6.22,5416198.0,33865920.0
20210325,6.24,6.25,6.08,6.19,4920989.0,30253818.0
20210326,6.18,6.29,6.18,6.28,3586316.0,22401920.0
20210329,6.45,6.91,6.42,6.91,16214483.0,109346928.0
20210330,7.03,7.43,7.03,7.29,29345773.0,210851008.0
20210331,7.18,7.55,7.16,7.28,24747429.0,181412704.0
20210401,7.35,7.78,7.25,7.65,19159539.0,145053552.0
20210402,7.63,7.79,7.48,7.65,12239834.0,92992400.0
20210406,7.55,7.8,7.4,7.59,10725255.0,81163816.0
20210407,7.58,7.82,7.52,7.68,12086835.0,92502320.0
20210408,7.67,7.79,7.48,7.54,14363592.0,109159432.0
20210409,7.47,7.64,7.44,7.54,8534640.0,64416260.0
20210412,7.54,7.55,7.39,7.43,7865453.0,58713444.0
20210413,7.43,7.57,7.31,7.35,7979528.0,59475788.0
20210414,7.3,7.42,7.27,7.35,5538489.0,40666816.0
20210415,7.38,7.41,7.25,7.27,4731974.0,34586624.0
20210416,7.3,7.64,7.3,7.51,7825089.0,58689368.0
20210419,7.49,7.5,7.31,7.34,7834325.0,57776352.0
20210420,7.34,7.41,7.23,7.32,5576125.0,40896848.0
20210421,7.33,7.38,7.19,7.22,5094121.0,36962840.0
20210422,7.2,7.28,7.13,7.17,4676631.0,33634776.0
20210423,7.22,7.25,7.11,7.14,3797484.0,27168064.0
20210426,7.14,7.26,7.04,7.11,4541025.0,32389756.0
20210427,7.13,7.25,7.02,7.16,6256765.0,44526840.0
20210428,7.11,7.32,7.07,7.25,6843801.0,49258744.0
20210429,7.25,7.25,6.75,7.15,15279817.0,106969448.0
