20200904,1766,1776.99,1746,1770,3085796,5433479168
20200907,1760,1777.99,1703.97,1723.5,3111202,5446354432
20200908,1732,1737.8,1677.07,1711.4,3447238,5865962496
20200909,1699.67,1711,1680.04,1688,2596355,4401806336
20200910,1703.74,1720,1700,1705.8,2477833,4236694528
20200911,1688,1736,1688,1733,3108800,5339883520
20200914,1745,1769,1730.58,1766,3105601,5448188928
20200915,1769.99,1769.99,1747.75,1760,2082087,3654872064
20200916,1760,1764.81,1719,1725.1,2251598,3916457728
20200917,1700,1700,1658,1670.52,6367985,10683350016
20200918,1665,1695,1635.01,1695,4720140,7853673472
20200921,1692.76,1692.76,1666.66,1666.8,2244407,3756765184
20200922,1650,1686.98,1650,1665.69,2326547,3890070272
20200923,1635,1666.01,1621.02,1649.98,3572552,5878690816
20200924,1635.97,1658.88,1626.8,1629.32,3005078,4915392512
20200925,1630,1650,1625,1635.11,2258296,3700843520
20200928,1635.19,1668.5,1635.19,1661,2423222,4019640064
20200929,1669.33,1669.4,1652.3,1652.3,1743078,2895081472
20200930,1660,1691.9,1660,1668.5,2708781,4536012288
20201009,1692,1706.42,1688,1696,3423988,5817280512
20201012,1700,1750.61,1700,1750.61,4372904,7597987840
20201013,1750.62,1750.62,1735,1739,2294389,3995560448
20201014,1740,1746.98,1726,1729,2048139,3554316544
20201015,1721.13,1735,1721,1725,1620436,2801250560
20201016,1725,1734.58,1703,1712,1737738,2991246848
20201019,1725,1733.98,1691.9,1699,1922632,3284383488
20201020,1699.99,1734.97,1695,1734,2773493,4787807744
20201021,1734.1,1742.15,1723,1733.33,1890137,3275357440
20201022,1730,1745,1715.51,1742.5,2248087,3897729792
20201023,1740.78,1747.59,1714,1715.33,1929169,3339987456
20201026,1619,1662.92,1600,1643,6601529,10821908480
20201027,1643,1644,1616.12,1625,4394440,7156688384
20201028,1626,1677,1625.08,1664.81,3463653,5739452416
20201029,1654.84,1708,1647,1676,3937376,6633168384
20201030,1678,1696,1665,1670.02,2605545,4379601920
20201102,1675,1695,1672,1674.01,2106643,3544422144
20201103,1684.99,1705.9,1675.5,1695,2349749,3976621312
20201104,1700,1704,1685,1699.58,1644371,2788396288
20201105,1717,1732.48,1712.1,1721.9,2352414,4053043200
20201106,1730.55,1731.59,1690,1700.62,2305153,3932702464
20201109,1701.38,1750.68,1700.62,1742.57,4146970,7198679552
20201110,1752.92,1764.48,1736,1745,3018944,5287968256
20201111,1745,1777.5,1731,1731.35,3485073,6122365440
20201112,1730.01,1750,1722.27,1734.79,2347309,4071729664
20201113,1724,1728.88,1691,1705,2815548,4791276544
20201116,1711,1730.05,1697.26,1730.05,3061349,5247897088
20201117,1740,1742.35,1701.07,1715.8,2522403,4355288064
20201118,1715,1720.53,1683.16,1693.65,3517895,5973146624
20201119,1684.5,1725,1680.6,1720.19,2781576,4767508992
20201120,1720,1736,1712.65,1719.96,2187466,3771894784
20201123,1771.01,1809.9,1771.01,1790.21,6663724,11926871040
20201124,1769.99,1782.5,1751.47,1763.5,3246536,5736960000
20201125,1761.5,1768.88,1724,1726.88,2822632,4910540800
20201126,1726,1739.99,1725.18,1734.39,2322830,4027749376
20201127,1732.66,1740.03,1718,1737.9,2156861,3737698048
20201130,1735,1738.9,1713.91,1713.91,3194007,5520322048
20201201,1726,1738.99,1720.01,1737,2819620,4891829248
20201202,1746,1749,1731,1738.01,2357169,4101369344
20201203,1738.01,1755.66,1732.1,1749,2950578,5147357696
20201204,1752,1800.1,1752,1793.11,6249119,11176048640
20201207,1802.7,1840.39,1800.55,1812.4,5833133,10617305088
20201208,1815,1875,1813,1850,6145400,11333352448
20201209,1865.95,1866,1839,1840,3115212,5766037504
20201210,1840,1849.77,1828,1832.9,3265354,6009240064
20201211,1834.78,1837.32,1804.81,1820,3077579,5595359744
20201214,1827.77,1829.98,1815,1829,3305200,6026813440
20201215,1833.5,1837.22,1805,1816.01,2960497,5383582208
20201216,1830.5,1845.67,1820.21,1840,3215016,5901298176
20201217,1845.5,1868,1840,1865.51,3603064,6683421696
20201218,1851.81,1869.01,1841.08,1845,2707698,5020968960
20201221,1840,1851.23,1837.6,1842.5,3069672,5663526912
20201222,1849.97,1898.99,1842.51,1881,4065060,7618583552
20201223,1897.99,1906.2,1821.02,1841.65,4770609,8901002240
20201224,1818,1858.88,1795.02,1830.34,3785714,6921989120
20201225,1802.99,1847,1800,1830,2308805,4218997760
20201228,1826.6,1888.8,1826.05,1873,3008037,5616528896
20201229,1873,1886.8,1855,1867,2286759,4275994880
20201230,1870,1933,1869.99,1933,3445210,6604461568
20201231,1941,1998.98,1939,1998,3886007,7682300928
