date,open,high,low,close,volume,turnover
20210105,15.5,15.64,15.26,15.57,7147698.0,110340016.0
20210106,15.57,15.58,14.91,15.07,7685000.0,116388056.0
20210107,15.0,15.03,14.11,14.25,7993972.0,116171848.0
20210108,14.2,14.79,13.89,14.56,7236886.0,104609648.0
20210111,14.4,14.68,14.0,14.18,5821602.0,83197384.0
20210112,14.42,14.91,14.29,14.52,9476486.0,138500896.0
20210113,14.61,14.89,14.4,14.77,9492925.0,139308656.0
20210114,14.97,15.25,14.61,15.11,9448708.0,141468720.0
20210115,15.2,15.25,14.66,14.94,7908490.0,118130976.0
20210118,15.08,15.26,14.9,14.95,7402043.0,111343968.0
20210119,14.9,15.09,14.68,14.7,6495606.0,96468272.0
20210120,14.69,15.37,14.51,15.15,9007797.0,135392256.0
20210121,15.18,15.49,15.02,15.31,10689805.0,163160864.0
20210122,15.24,15.25,14.86,14.91,7443492.0,111832720.0
20210125,14.81,14.82,14.18,14.22,8314900.0,120078488.0
20210126,14.34,14.49,14.16,14.32,4435173.0,63477572.0
20210127,14.48,14.7,14.3,14.37,4520438.0,65385352.0
20210128,14.13,14.33,13.95,13.99,5131500.0,72314728.0
20210129,14.05,14.14,13.36,13.56,6326292.0,86415688.0
20210201,13.66,13.84,13.43,13.78,4203700.0,57289816.0
20210202,13.77,13.84,13.52,13.7,3424041.0,46827948.0
20210203,13.63,13.65,13.16,13.22,4450245.0,59512296.0
20210204,13.23,13.33,12.77,13.06,4688560.0,60843644.0
20210205,13.06,13.26,12.79,12.84,2815500.0,36515544.0
20210208,13.07,13.36,12.89,13.18,3548715.0,46667484.0
20210209,13.24,13.42,13.21,13.41,3636161.0,48517188.0
20210210,13.38,13.82,13.32,13.65,4412292.0,59989248.0
20210218,13.88,14.29,13.83,14.04,6496886.0,91450024.0
20210219,13.91,14.23,13.89,14.19,5271200.0,74201176.0
20210222,14.24,14.49,14.03,14.05,7287800.0,104169856.0
20210223,13.98,14.21,13.77,13.97,5278601.0,73938216.0
20210224,13.98,14.38,13.98,14.18,5905072.0,83865816.0
20210225,14.33,14.35,13.9,13.92,4121325.0,57888420.0
20210226,13.78,14.15,13.7,13.98,3997300.0,55912552.0
20210301,14.16,14.51,14.08,14.51,6052655.0,86906512.0
20210302,14.62,14.97,14.53,14.84,9913228.0,146444256.0
20210303,14.7,15.54,14.57,15.26,11691612.0,175808352.0
20210304,15.12,15.53,15.08,15.18,9793289.0,149906496.0
20210305,15.67,15.88,15.22,15.4,10402200.0,161181664.0
20210308,15.6,16.25,15.52,15.53,12197467.0,193531104.0
20210309,15.5,15.64,14.6,14.82,10690338.0,161282640.0
20210310,15.09,15.28,14.75,14.89,7106600.0,106674336.0
20210311,15.06,15.36,14.82,15.27,7676762.0,116484976.0
20210312,15.3,15.39,14.85,15.06,6825102.0,102571640.0
20210315,15.0,15.65,14.71,15.52,9496900.0,145676992.0
20210316,15.3,16.04,15.23,15.92,14659623.0,229379024.0
20210317,15.78,15.8,15.42,15.54,8306564.0,129156256.0
20210318,15.71,16.22,15.45,15.45,13194997.0,209574720.0
20210319,15.1,15.95,14.99,15.7,12114356.0,188146128.0
20210322,15.91,16.52,15.91,16.15,15615300.0,253460656.0
20210323,15.83,15.86,15.16,15.52,16655466.0,258178464.0
20210324,15.34,15.88,15.23,15.27,10396922.0,161130288.0
20210325,15.35,16.18,14.85,16.09,19976888.0,314285696.0
20210326,16.29,16.3,15.82,16.15,16046169.0,257385312.0
20210329,16.24,16.74,16.01,16.41,18966898.0,311268000.0
20210330,16.18,16.29,15.61,15.69,13132511.0,208167856.0
20210331,15.66,16.04,15.61,15.69,7936102.0,125483272.0
20210401,15.62,15.81,15.26,15.28,8677900.0,133678000.0
20210402,15.3,15.5,15.1,15.14,7160002.0,109690768.0
20210406,15.22,15.6,15.12,15.54,6207601.0,95546456.0
20210407,15.5,15.51,15.28,15.36,5435420.0,83461032.0
20210408,15.32,15.49,14.89,14.9,7722800.0,116947664.0
20210409,14.84,15.09,14.8,15.02,4422602.0,66137848.0
20210412,15.2,15.35,14.88,14.89,5244040.0,79338200.0
20210413,14.99,15.43,14.61,15.35,9610040.0,146181744.0
20210414,15.41,15.47,15.15,15.38,5569032.0,85177016.0
20210415,15.29,15.6,15.16,15.3,6465140.0,99485688.0
20210416,15.22,15.74,15.13,15.61,9269000.0,143465632.0
20210419,15.64,15.92,15.51,15.9,9505392.0,150004384.0
20210420,15.91,15.92,15.51,15.53,8131430.0,127493856.0
20210421,15.42,15.61,15.25,15.3,5700490.0,87583192.0
20210422,15.3,15.58,15.1,15.43,6901539.0,105756592.0
20210423,15.36,15.36,14.98,14.98,6120692.0,92608544.0
20210426,14.95,15.1,14.76,14.78,5339800.0,79696688.0
20210427,14.78,14.95,14.38,14.52,5203302.0,75923632.0
20210428,14.55,14.66,14.18,14.3,5228865.0,75170296.0
20210429,14.35,14.44,14.26,14.32,3698095.0,53056356.0
20210430,14.3,14.36,14.05,14.19,4168937.0,59202324.0
20210506,14.26,14.61,14.18,14.57,4475833.0,64687148.0
20210507,14.59,14.75,14.43,14.51,4233100.0,61694288.0
20210510,14.45,14.76,14.39,14.68,4724143.0,68972336.0
20210511,14.54,14.83,14.54,14.61,3940642.0,57682924.0
20210512,14.61,14.66,14.19,14.36,5712100.0,81859040.0
20210513,14.27,14.38,14.1,14.1,4108888.0,58473948.0
20210514,14.13,14.43,14.12,14.32,3542900.0,50627880.0
20210517,14.3,14.49,14.07,14.38,3857702.0,55069136.0
20210518,14.32,14.34,14.18,14.24,2455302.0,35010528.0
20210519,14.21,14.46,14.1,14.42,4634835.0,66498420.0
20210520,14.28,14.41,14.1,14.12,4194700.0,59563768.0
20210521,14.08,14.23,13.91,13.91,3426001.0,48239436.0
20210524,13.92,14.07,13.8,14.05,3065723.0,42814692.0
20210525,14.04,14.17,13.9,14.17,3556744.0,50009524.0
20210526,14.18,14.33,14.1,14.3,3596202.0,51320064.0
20210527,14.35,14.47,14.31,14.36,4396404.0,63306240.0
20210528,14.44,14.44,14.05,14.1,5039402.0,71555592.0
20210531,14.1,14.55,14.06,14.52,5283506.0,75949024.0
20210601,14.45,14.75,14.38,14.7,5564304.0,81057648.0
20210602,14.6,14.7,14.32,14.37,4633008.0,67030572.0
20210603,14.43,14.63,14.33,14.39,3673300.0,53173104.0
20210604,14.4,14.58,14.34,14.55,3386202.0,48998204.0
20210607,14.6,14.86,14.52,14.86,5983504.0,88025608.0
20210608,14.78,15.04,14.68,14.96,6241402.0,93041256.0
20210609,14.93,15.37,14.81,15.21,8437391.0,128249456.0
20210610,15.15,16.85,15.13,16.36,23197209.0,372221184.0
20210611,16.65,17.85,16.18,16.89,33561607.0,568469184.0
20210615,19.0,19.98,17.33,17.53,42248389.0,775997312.0
20210616,16.88,17.49,16.71,17.02,20492698.0,349083040.0
20210617,17.4,18.17,17.11,17.8,20291469.0,360312000.0
20210618,17.6,19.6,16.9,19.13,36143593.0,658548928.0
20210621,19.88,22.75,19.8,21.91,45403777.0,976712832.0
20210622,21.8,21.88,20.55,20.65,36222194.0,768274688.0
20210623,20.9,21.5,20.27,20.6,23762883.0,495711904.0
20210624,20.89,20.89,19.15,19.26,28697116.0,565616256.0
20210625,19.2,19.56,18.85,19.09,18650882.0,356734400.0
20210628,19.08,19.34,18.58,18.69,17516501.0,331477856.0
20210629,18.81,18.87,18.0,18.18,15991900.0,292601248.0
20210630,18.17,18.75,18.11,18.36,18108800.0,333140160.0
