date,open,high,low,close,volume,turnover
20210105,27.78,27.93,27.1,27.91,116265838.0,3189607168.0
20210106,27.8,28.75,27.73,28.75,104880129.0,2972572672.0
20210107,29.0,29.5,28.39,28.79,122675574.0,3544224000.0
20210108,28.98,29.45,28.81,29.34,102856329.0,3000845568.0
20210111,29.5,30.35,29.27,29.78,138812124.0,4142482688.0
20210112,29.78,29.8,29.37,29.7,98065437.0,2899071744.0
20210113,29.9,30.22,29.6,29.9,94050423.0,2807916800.0
20210114,29.93,30.79,29.8,29.99,121632323.0,3681938176.0
20210115,30.01,30.73,29.88,29.95,112337238.0,3399072512.0
20210118,30.2,31.26,29.83,31.26,125828168.0,3847315200.0
20210119,31.19,32.35,30.72,31.28,163168839.0,5130232832.0
20210120,31.07,31.2,30.35,30.5,96143454.0,2946920704.0
20210121,30.3,30.7,30.02,30.1,87525261.0,2650781696.0
20210122,29.95,29.95,29.01,29.26,105809055.0,3114137344.0
20210125,29.26,29.6,28.56,29.36,97374972.0,2825867776.0
20210126,29.26,30.15,29.15,29.7,81665458.0,2433266432.0
20210127,29.69,29.95,29.37,29.4,72430275.0,2146772480.0
20210128,29.05,29.07,28.22,28.43,78604139.0,2240534528.0
20210129,28.55,28.65,27.57,27.79,96368543.0,2691727616.0
20210201,27.97,28.12,27.26,28.07,88669362.0,2456621824.0
20210202,28.19,28.48,27.96,28.34,71610837.0,2021288064.0
20210203,28.34,28.35,27.78,27.92,58961004.0,1646692736.0
20210204,27.89,28.35,27.43,27.89,66557430.0,1856062464.0
20210205,28.01,29.34,28.01,28.88,103026092.0,2954837248.0
20210208,29.0,29.76,28.6,29.13,83203690.0,2428055296.0
20210209,28.99,29.07,28.54,28.75,67356766.0,1934330496.0
20210210,28.61,28.98,28.35,28.83,65214896.0,1874968704.0
20210218,28.95,30.13,28.95,30.01,99692214.0,2956988672.0
20210219,29.7,30.04,29.6,29.84,75857453.0,2260941056.0
20210222,29.84,30.33,29.52,29.73,85234085.0,2548985088.0
20210223,29.69,30.05,29.29,30.01,86137981.0,2558687488.0
20210224,29.92,30.58,29.5,29.99,96994813.0,2915177216.0
20210225,30.49,32.99,30.41,32.99,259540385.0,8382663680.0
20210226,32.57,34.08,31.62,33.1,252918039.0,8329307648.0
20210301,33.1,33.71,32.29,33.35,128083415.0,4229750784.0
20210302,33.0,34.6,32.9,33.29,122014989.0,4110315520.0
20210303,32.95,33.99,32.59,33.5,116484063.0,3876750336.0
20210304,33.3,34.1,32.47,32.69,129285784.0,4282826752.0
20210305,32.2,32.69,31.08,31.54,130328373.0,4141889024.0
20210308,31.9,32.2,31.2,31.2,77195980.0,2440558336.0
20210309,31.32,31.66,30.71,31.02,94341472.0,2952321536.0
20210310,31.17,31.2,30.3,30.69,87751775.0,2695626752.0
20210311,30.76,31.46,30.68,31.15,74267935.0,2305270528.0
20210312,31.1,32.36,30.66,31.49,90195992.0,2834219008.0
20210315,31.3,31.88,31.25,31.44,61931560.0,1951738240.0
20210316,31.49,33.16,31.3,32.9,120542317.0,3904736000.0
20210317,32.65,33.43,32.36,32.71,71897072.0,2355350528.0
20210318,32.6,33.28,32.48,32.7,48213522.0,1580726144.0
20210319,32.5,32.5,30.85,31.2,98992204.0,3114966016.0
20210322,30.86,31.74,30.85,31.63,52195000.0,1638045568.0
20210323,31.61,31.66,31.14,31.42,42266007.0,1324354560.0
20210324,31.42,31.5,30.4,30.76,55912271.0,1720137600.0
20210325,30.77,30.95,30.4,30.55,36169451.0,1107320192.0
20210326,30.6,30.96,30.52,30.72,42877115.0,1317279872.0
20210329,30.68,31.33,30.32,31.0,51928828.0,1608545536.0
20210330,30.99,31.69,30.8,31.37,47909950.0,1496309120.0
20210331,30.97,30.97,29.73,30.0,116841303.0,3512092160.0
20210401,30.0,30.15,29.57,29.83,52511818.0,1565413888.0
20210402,30.0,30.08,29.65,30.0,38134962.0,1140366080.0
20210406,30.0,30.0,29.22,29.43,58384570.0,1724509696.0
20210407,29.5,29.72,29.27,29.7,48844053.0,1441764736.0
20210408,29.4,29.48,28.98,29.17,63040064.0,1836528768.0
20210409,29.3,29.32,28.73,28.86,52859580.0,1527734272.0
20210412,29.01,29.09,28.5,28.59,63522777.0,1826857600.0
20210413,28.7,28.8,28.13,28.29,66969480.0,1899238912.0
20210414,28.4,28.85,28.31,28.76,54416459.0,1559705216.0
20210415,28.65,28.89,28.29,28.63,50352728.0,1436503936.0
20210416,28.79,28.87,28.51,28.87,39575323.0,1137450240.0
20210419,28.83,29.07,28.45,29.0,61989379.0,1786257536.0
20210420,28.8,28.92,28.68,28.73,52977442.0,1524136960.0
20210421,28.58,28.72,28.17,28.65,55173425.0,1570191360.0
20210422,28.82,29.08,28.64,29.02,56002606.0,1619545216.0
20210423,28.5,28.55,27.92,28.09,129256862.0,3642929920.0
20210426,28.0,28.2,27.6,27.7,85945040.0,2389022464.0
20210427,27.64,27.95,27.5,27.93,51107923.0,1419534464.0
20210428,27.94,27.98,27.58,27.68,47612048.0,1318472576.0
20210429,27.78,27.89,27.5,27.89,62386245.0,1730411520.0
20210430,28.19,28.47,27.93,28.17,77713354.0,2193592832.0
20210506,27.87,28.15,27.73,27.92,48997550.0,1368795648.0
20210507,27.91,28.35,27.88,28.0,49128928.0,1382769024.0
20210510,27.99,28.0,27.28,27.54,58966732.0,1620092544.0
20210511,27.31,27.73,27.1,27.62,36885546.0,1011671808.0
20210512,27.4,27.4,26.88,27.03,81036366.0,2192214784.0
20210513,26.8,26.97,26.69,26.88,55027701.0,1475343360.0
20210514,26.88,27.11,26.62,27.07,62463017.0,1679203328.0
20210517,27.03,27.4,26.82,27.12,58204840.0,1579929600.0
20210518,27.18,27.37,26.97,27.29,43748593.0,1188090496.0
20210519,27.3,27.35,26.7,26.77,51506774.0,1386373248.0
20210520,26.66,27.0,26.42,26.97,45749855.0,1226541440.0
20210521,26.96,26.99,26.5,26.57,49577012.0,1323749760.0
20210524,26.48,26.48,26.11,26.19,72921236.0,1911692416.0
20210525,26.22,26.84,26.15,26.76,72105809.0,1914396800.0
20210526,26.75,27.48,26.71,27.18,81702930.0,2219956224.0
20210527,27.19,27.36,26.98,27.16,54203468.0,1472407808.0
20210528,27.16,27.43,26.8,26.95,60260467.0,1627551104.0
20210531,26.95,27.03,26.53,26.7,56625076.0,1511447040.0
20210601,26.88,26.97,26.47,26.6,60990961.0,1622419840.0
20210602,26.5,27.18,26.31,26.76,85354506.0,2287264256.0
20210603,26.85,26.97,26.56,26.67,50594187.0,1353546880.0
20210604,26.56,26.7,26.18,26.33,71422364.0,1885479296.0
20210607,26.12,26.18,25.78,25.94,64745280.0,1676861184.0
20210608,25.99,26.19,25.9,26.06,44676494.0,1164306304.0
20210609,26.06,26.15,25.86,25.91,38991824.0,1012531072.0
20210610,25.86,26.04,25.6,25.65,53800776.0,1387584768.0
20210611,25.58,25.65,25.17,25.29,75853738.0,1918663040.0
20210615,25.2,25.23,24.6,24.76,89915501.0,2228846080.0
20210616,24.75,25.4,24.72,24.96,67606805.0,1693490816.0
20210617,24.96,25.12,24.77,25.0,44017536.0,1098897024.0
20210618,24.95,24.95,24.45,24.57,70094229.0,1722492928.0
20210621,24.5,24.53,24.05,24.2,62470530.0,1513602432.0
20210622,24.3,24.47,24.0,24.23,72475025.0,1754346112.0
20210623,24.25,24.56,24.12,24.5,74396048.0,1809991552.0
20210624,24.56,24.62,24.23,24.33,60145502.0,1470290944.0
20210625,24.4,24.55,24.3,24.51,47820696.0,1168852224.0
20210628,24.63,24.66,24.05,24.08,56301894.0,1364565760.0
20210629,24.1,24.22,23.72,23.8,66440465.0,1588927488.0
20210630,23.82,23.92,23.5,23.81,49888263.0,1183027456.0
20210701,23.89,25.35,23.85,24.98,131538353.0,3255497216.0
20210702,24.78,24.78,24.04,24.05,88729038.0,2155246080.0
20210705,24.06,24.09,23.55,23.82,60599153.0,1437710080.0
20210706,23.9,24.75,23.76,24.48,84413479.0,2058328704.0
20210707,24.2,24.48,23.97,24.04,59854074.0,1442987008.0
20210708,24.15,24.25,23.71,24.05,58915523.0,1411774592.0
20210709,23.83,24.29,23.82,24.06,49590781.0,1192140672.0
20210712,24.29,24.29,23.78,23.82,64578882.0,1547277184.0
20210713,23.84,24.14,23.73,23.84,42941308.0,1026027200.0
20210714,23.81,23.88,23.2,23.21,74848233.0,1753035648.0
20210715,23.21,23.73,23.01,23.52,63981243.0,1498254976.0
20210716,23.4,24.05,23.35,23.95,64315372.0,1534958976.0
20210719,23.88,23.89,23.27,23.48,57864557.0,1355079936.0
20210720,23.3,23.37,22.9,23.09,55247795.0,1275982208.0
20210721,23.0,23.16,22.65,22.73,69051128.0,1573728256.0
20210722,22.71,23.25,22.62,23.21,71118078.0,1640587776.0
20210723,23.15,23.35,22.85,23.11,52294329.0,1205101184.0
20210726,22.8,22.8,21.25,21.36,142371428.0,3100431104.0
20210727,21.3,21.3,20.09,20.16,141066174.0,2909955840.0
20210728,20.18,20.77,20.14,20.49,105118849.0,2147044736.0
20210729,20.7,20.85,20.21,20.6,78796684.0,1623275264.0
20210730,20.39,20.7,20.1,20.66,67998848.0,1392126720.0
20210802,20.6,21.18,20.1,20.9,83480263.0,1731493120.0
20210803,20.91,21.23,20.79,20.88,55773652.0,1167380608.0
20210804,20.87,20.87,20.47,20.55,62016383.0,1277452544.0
20210805,20.75,21.49,20.65,20.99,114984354.0,2425340160.0
20210806,20.73,21.16,20.33,21.1,63643530.0,1323046784.0
20210809,21.0,22.76,20.98,22.28,138908123.0,3081214208.0
20210810,22.19,22.19,21.47,21.86,89860703.0,1954452480.0
20210811,22.6,23.95,22.6,23.11,194035706.0,4554630656.0
20210812,23.03,23.29,22.64,22.64,86088384.0,1967002368.0
20210813,22.59,23.03,22.32,22.79,57671209.0,1311218560.0
20210816,22.91,23.58,22.77,22.96,82395427.0,1914354816.0
20210817,22.8,23.87,22.78,23.12,105042381.0,2457163008.0
20210818,23.2,23.95,22.75,23.72,92775578.0,2172493568.0
20210819,23.51,23.7,22.97,23.15,79264468.0,1838800128.0
20210820,23.19,23.5,22.42,22.75,82038392.0,1868941824.0
20210823,22.81,22.98,22.68,22.82,41164196.0,939780928.0
20210824,22.77,23.23,22.63,23.02,74620829.0,1708479488.0
20210825,22.12,22.12,21.05,21.24,88659218.0,1900600320.0
20210826,21.12,21.49,20.82,20.87,60152046.0,1266424448.0
20210827,20.87,21.13,20.72,20.9,48674682.0,1017770880.0
20210830,20.0,20.07,19.3,19.43,170726663.0,3346337024.0
20210831,19.28,19.87,19.08,19.8,96739546.0,1880117376.0
20210901,19.65,21.15,19.54,20.82,125179018.0,2578218240.0
20210902,20.95,21.5,20.64,21.2,75926643.0,1602797952.0
20210903,21.1,21.45,20.7,20.93,68451633.0,1441816192.0
20210906,20.77,21.05,20.42,20.55,79230248.0,1633927040.0
