date,open,high,low,close,volume,turnover
20210105,31.41,31.5,30.01,30.85,33875694.0,1043059200.0
20210106,31.07,31.31,29.25,30.07,30344192.0,910652864.0
20210107,30.49,36.08,30.19,35.52,65460629.0,2195391744.0
20210108,35.55,36.8,33.7,35.82,48298222.0,1700403328.0
20210111,36.47,40.91,34.5,38.36,55690531.0,2098658816.0
20210112,39.0,40.29,38.18,39.45,36836933.0,1445815552.0
20210113,39.05,39.35,36.9,38.5,40713492.0,1544600960.0
20210114,37.65,37.65,35.21,35.55,38825133.0,1396580096.0
20210115,35.3,36.17,34.0,35.24,26935677.0,945440192.0
20210118,35.03,36.1,34.05,35.62,20611313.0,729901824.0
20210119,35.38,35.66,32.88,33.11,35572059.0,1212416256.0
20210120,33.99,35.46,33.93,35.0,29985341.0,1044443712.0
20210121,35.01,37.4,35.0,36.85,30201105.0,1111452672.0
20210122,36.9,38.26,36.5,37.8,32771174.0,1228854912.0
20210125,37.78,41.55,36.82,39.46,43109505.0,1706866688.0
20210126,39.39,41.32,38.46,38.76,30006104.0,1184780544.0
20210127,39.52,40.5,37.03,38.76,30713879.0,1194590592.0
20210128,38.3,41.18,37.38,40.08,44700285.0,1782523008.0
20210129,39.44,39.63,35.7,36.4,41578691.0,1556052096.0
20210201,35.51,37.55,34.77,35.56,34764579.0,1253728768.0
20210202,35.68,36.3,34.44,35.7,26306249.0,929098560.0
20210203,35.88,36.12,34.41,34.8,24973157.0,876777984.0
20210204,35.5,36.6,33.3,34.15,28686043.0,992268160.0
20210205,34.88,36.58,33.64,33.79,30982286.0,1078757760.0
20210208,33.79,33.8,32.41,33.43,27273297.0,902892352.0
20210209,33.9,34.6,32.8,34.22,26487012.0,900128512.0
20210210,34.6,35.96,33.72,35.48,27242596.0,951719744.0
20210218,36.09,36.2,32.62,32.91,41149379.0,1391684096.0
20210219,33.3,33.79,32.78,33.55,21397170.0,713616512.0
20210222,33.4,33.43,31.61,31.81,31555098.0,1023793472.0
20210223,31.9,32.22,30.65,30.86,24765153.0,778212288.0
20210224,30.8,31.2,29.65,30.09,22868853.0,692838976.0
20210225,30.71,31.5,30.15,30.45,20425507.0,625567040.0
20210226,29.5,30.1,28.86,29.67,16363478.0,483751840.0
20210301,30.0,30.28,29.56,29.97,13929092.0,416340384.0
20210302,30.1,30.78,29.26,30.11,21764704.0,654590848.0
20210303,29.88,31.0,29.6,30.84,17680545.0,539886592.0
20210304,30.56,30.78,29.13,29.37,19736724.0,585819712.0
20210305,28.7,29.77,28.38,29.37,14056750.0,409515648.0
20210308,29.59,29.64,26.2,26.2,32273678.0,890976320.0
20210309,26.05,26.48,24.97,25.18,30307745.0,778849920.0
20210310,25.75,26.37,25.35,25.5,15482243.0,398184384.0
20210311,25.63,26.35,25.2,26.26,14338201.0,372142848.0
20210312,26.76,27.05,25.71,26.69,16858130.0,446071456.0
20210315,26.5,26.75,26.0,26.4,11799465.0,310782272.0
20210316,26.5,26.59,25.56,26.34,10216436.0,267003520.0
20210317,26.17,26.99,25.98,26.32,8752561.0,231290448.0
20210318,26.47,26.6,26.2,26.29,8050356.0,212324688.0
20210319,25.99,26.78,25.8,26.23,9889846.0,260677232.0
20210322,26.27,26.96,26.02,26.72,8531106.0,226917552.0
20210323,26.52,26.65,25.82,26.06,9772876.0,255328880.0
20210324,25.89,26.45,25.32,25.35,8267113.0,212782592.0
20210325,25.15,25.89,25.05,25.75,7121500.0,182095120.0
20210326,25.84,26.67,25.75,26.25,10755627.0,283244896.0
20210329,26.28,26.28,25.29,25.5,10418007.0,267926480.0
20210330,25.56,26.2,25.12,25.94,10949844.0,282535520.0
20210331,25.55,25.87,25.13,25.36,10548522.0,268206240.0
20210401,25.86,27.2,25.22,26.39,21539209.0,564988992.0
20210402,26.6,28.38,26.3,28.0,26491057.0,726030016.0
20210406,27.98,27.98,27.03,27.11,13361807.0,364764960.0
20210407,27.0,27.0,25.18,25.5,23321521.0,601124928.0
20210408,25.3,25.64,25.06,25.3,14029147.0,355114368.0
20210409,25.41,25.41,24.16,24.42,18783677.0,459771264.0
20210412,24.4,24.64,23.23,23.57,16119227.0,382862208.0
20210413,23.66,24.02,23.25,23.35,11271488.0,266287600.0
