date,open,high,low,close,volume,turnover
20210105,91.0,95.02,88.0,92.3,3011616.0,273898112.0
20210106,90.56,94.0,87.45,92.0,2838210.0,257059184.0
20210107,92.85,93.19,85.22,88.04,4096307.0,366285728.0
20210108,87.99,88.08,78.52,82.3,5559084.0,461066624.0
20210111,83.98,83.98,74.51,75.36,4838385.0,372317280.0
20210112,77.77,78.43,75.66,76.74,2948385.0,226674800.0
20210113,78.87,84.0,77.02,77.89,3164250.0,257337376.0
20210114,78.59,78.59,71.51,74.92,2947183.0,220747792.0
20210115,76.25,83.0,74.1,81.81,2961651.0,234856096.0
20210118,82.87,83.2,76.41,81.58,2273737.0,184919040.0
20210119,81.97,84.58,80.69,82.84,2648737.0,219893008.0
20210120,81.02,89.7,80.98,86.01,2980437.0,257761984.0
20210121,85.73,86.77,80.18,81.93,3707713.0,309053568.0
20210122,81.95,82.04,78.07,80.98,2232473.0,177730096.0
20210125,81.77,83.46,73.8,74.95,4730048.0,366847040.0
20210126,75.4,75.4,69.2,70.85,4705657.0,335745504.0
20210127,70.7,71.68,68.07,71.34,2953810.0,206535712.0
20210128,69.98,73.35,69.72,70.3,1722001.0,122479616.0
20210129,71.49,71.73,68.5,70.48,2119749.0,149924128.0
20210201,71.25,73.86,70.86,72.98,2277106.0,165628896.0
20210202,72.8,74.43,71.86,73.63,2122191.0,155271552.0
20210203,77.0,77.59,71.22,75.5,3363962.0,249571776.0
20210204,74.01,75.0,68.0,73.0,3799211.0,273686272.0
20210205,72.17,74.84,68.88,68.9,2315323.0,165291184.0
20210208,70.0,72.6,68.18,70.32,2274399.0,159471760.0
20210209,70.99,71.96,70.03,70.75,1741350.0,123503848.0
20210210,70.53,70.99,67.2,69.4,2180660.0,150898080.0
20210218,70.6,71.4,64.1,65.31,3487651.0,231806720.0
20210219,65.31,67.88,64.64,67.18,3214921.0,214454752.0
20210222,67.11,67.98,65.0,65.23,3499939.0,232182144.0
20210223,66.3,66.5,63.55,66.39,2201367.0,143316608.0
20210224,66.45,68.52,66.35,66.74,3314252.0,223713344.0
20210225,67.98,70.2,67.11,68.76,2905384.0,201041072.0
20210226,65.21,70.59,65.21,68.78,2384916.0,164201840.0
20210301,70.0,73.52,68.95,73.52,3131847.0,224694096.0
20210302,74.99,75.57,71.05,73.05,3622914.0,264212000.0
20210303,72.32,74.55,70.25,72.3,2376229.0,173211696.0
20210304,71.01,72.89,66.4,66.96,3156597.0,217120160.0
20210305,65.2,68.68,65.18,66.55,1651288.0,110969632.0
20210308,67.87,67.87,65.65,66.28,2105819.0,139871312.0
20210309,66.28,66.28,59.5,61.0,3052017.0,190834768.0
20210310,62.07,62.99,59.8,59.89,2018789.0,123154888.0
20210311,61.0,61.42,59.03,61.21,1927952.0,116223352.0
20210312,62.0,62.0,59.37,60.32,1343688.0,81072288.0
20210315,61.22,61.22,58.58,59.24,1513883.0,90421104.0
20210316,59.3,60.73,58.3,58.82,1144172.0,67695448.0
20210317,58.89,61.36,57.77,60.97,1421635.0,85700280.0
20210318,60.97,62.45,60.04,62.12,769580.0,47296340.0
20210319,61.85,61.85,60.12,60.89,1845718.0,112093952.0
20210322,61.48,61.86,59.3,60.9,927045.0,56162492.0
20210323,60.63,62.42,60.0,61.41,1201546.0,73906640.0
20210324,60.89,61.78,59.15,59.2,879512.0,52985088.0
20210325,58.9,60.1,58.1,58.17,814371.0,48073108.0
20210326,58.2,61.49,58.2,61.0,1635517.0,98748752.0
20210329,60.97,61.98,60.01,61.47,1045942.0,63595960.0
20210330,62.35,63.2,61.26,61.75,936337.0,58293728.0
20210331,62.35,62.35,60.3,61.6,591486.0,36306224.0
20210401,61.95,63.5,61.21,62.78,951154.0,59574856.0
20210402,62.78,63.2,61.62,62.56,1100855.0,68542272.0
20210406,63.0,63.0,61.27,61.57,770253.0,47607696.0
20210407,62.0,62.69,61.31,61.76,974000.0,60296264.0
20210408,61.52,64.84,61.19,63.45,1133187.0,71876056.0
20210409,63.01,63.6,61.09,61.3,1066205.0,65908616.0
20210412,61.9,61.9,59.1,59.94,1429881.0,85945512.0
20210413,59.54,61.18,59.01,59.47,974557.0,58508528.0
20210414,59.47,64.88,59.47,64.27,2069228.0,129678880.0
